mutant_id,fraction_disordered,has_clash,iptm,ptm,ranking_score,pLDDT,ipLDDT,binding_score
mutant_0065,0.08,0.0,0.77,0.78,0.81,91.50451410658304,90.6603196347032,9.59075446757784
mutant_0066,0.08,0.0,0.77,0.78,0.81,91.54063740856843,90.90488372093023,9.626454286253876
mutant_0067,0.08,0.0,0.77,0.78,0.81,91.4913270637408,90.88613953488374,9.574941344716862
mutant_0068,0.08,0.0,0.71,0.73,0.75,90.64518286311372,88.80189814814814,9.525647925303106
mutant_0069,0.08,0.0,0.77,0.78,0.81,91.6372936259144,91.22102325581393,9.54437537996208
mutant_0070,0.08,0.0,0.7,0.73,0.74,90.56688610240332,88.72110599078341,9.557778587582254
mutant_0071,0.08,0.0,0.76,0.77,0.8,91.4300731452455,90.51963133640554,9.566179681144414
mutant_0072,0.08,0.0,0.61,0.67,0.66,90.054315569488,88.5026046511628,9.492657064317818
mutant_0073,0.08,0.0,0.68,0.71,0.72,90.98847439916395,89.93244019138754,9.498058239305117
mutant_0074,0.08,0.0,0.61,0.68,0.66,90.17262277951937,88.70502304147465,9.595138744704007
mutant_0075,0.07,0.0,0.71,0.73,0.75,90.66039707419012,88.7794930875576,9.573813407506504
mutant_0076,0.08,0.0,0.77,0.78,0.81,91.44284221525609,90.72144186046512,9.531034134249644
mutant_0077,0.08,0.0,0.65,0.69,0.7,90.70739811912235,89.8670243902439,9.547706995648523
mutant_0078,0.08,0.0,0.7,0.72,0.74,90.4270428422153,88.9390566037736,9.554113042108067
mutant_0079,0.07,0.0,0.76,0.77,0.79,91.36638453500537,90.54176744186049,9.513142940004077
mutant_0080,0.08,0.0,0.77,0.78,0.81,91.57764890282131,90.83683486238532,9.50908781789073
mutant_0081,0.07,0.0,0.67,0.71,0.71,90.72113897596661,89.23113207547168,9.538149612767974
mutant_0082,0.08,0.0,0.77,0.78,0.81,91.52586206896548,90.89297674418607,9.527066423655455
mutant_0083,0.08,0.0,0.7,0.72,0.74,91.09260188087774,90.60724137931037,9.52260938080343
mutant_0084,0.07,0.0,0.76,0.77,0.8,91.33062695924771,90.40717592592593,9.504459290490905
mutant_0085,0.07,0.0,0.76,0.77,0.8,91.3974608150471,90.57497674418606,9.505432031164617
mutant_0086,0.08,0.0,0.72,0.73,0.76,91.09959247648897,90.25703883495146,9.481055698436968
mutant_0087,0.07,0.0,0.76,0.77,0.8,91.33419017763855,90.51575471698115,9.50175776201305
mutant_0088,0.08,0.0,0.72,0.74,0.76,90.70367816091961,88.82023041474653,9.587171377030158
mutant_0089,0.07,0.0,0.66,0.7,0.7,90.99578892371991,89.6227777777778,9.492110629565367
mutant_0090,0.07,0.0,0.42,0.52,0.47,88.86505747126431,86.02594594594592,9.510832441195069
mutant_0091,0.08,0.0,0.77,0.78,0.81,91.60638453500515,90.54454128440366,9.413975947167057
mutant_0092,0.07,0.0,0.66,0.71,0.71,90.21620689655184,88.9558256880734,9.514378808434724
mutant_0093,0.08,0.0,0.77,0.78,0.81,91.60600835945658,90.8795852534562,9.537095480421357
mutant_0094,0.07,0.0,0.76,0.77,0.8,91.21634273772206,90.2887037037037,9.540811120033728
mutant_0095,0.07,0.0,0.55,0.63,0.61,90.19245559038652,87.79045248868779,9.571983534864922
mutant_0096,0.07,0.0,0.77,0.77,0.8,91.67202716823412,90.52750000000002,9.573736630173022
mutant_0097,0.08,0.0,0.68,0.72,0.73,90.52880877742935,88.6412558139535,9.594693357479033
mutant_0098,0.07,0.0,0.48,0.57,0.53,89.41736677115989,86.52967441860464,9.373657167734857
mutant_0099,0.08,0.0,0.46,0.56,0.52,88.98433646812964,86.44072072072072,9.370474279029729
mutant_0100,0.07,0.0,0.71,0.73,0.75,90.99083594566346,89.90248826291081,9.527559930790911
mutant_0101,0.08,0.0,0.77,0.78,0.81,91.53983281086735,90.62456221198156,9.543972929620177
mutant_0102,0.07,0.0,0.59,0.66,0.64,90.13840125391847,88.13550925925927,9.435702422751008
mutant_0103,0.07,0.0,0.69,0.72,0.73,91.44685475444088,90.47581395348837,9.490562854683768
mutant_0104,0.07,0.0,0.68,0.72,0.73,91.26443051201663,90.1232093023256,9.559145759358774
mutant_0105,0.07,0.0,0.43,0.53,0.49,89.03485893416926,85.9632075471698,9.453179968915869
mutant_0106,0.08,0.0,0.75,0.77,0.79,91.23959247648882,90.29467592592593,9.525304631333857
mutant_0107,0.08,0.0,0.77,0.78,0.81,91.60028213166143,90.72539534883722,9.581789570173278
mutant_0108,0.08,0.0,0.67,0.7,0.72,90.56385579937312,89.42911764705883,9.505266635456197
mutant_0109,0.07,0.0,0.77,0.78,0.81,91.75864158829677,90.90822727272726,9.53780249432838
mutant_0110,0.08,0.0,0.77,0.78,0.81,91.62811912225702,90.90706422018347,9.561888241822968
mutant_0111,0.07,0.0,0.56,0.62,0.61,89.95693834900736,88.11611111111112,9.47799775619122
mutant_0112,0.08,0.0,0.76,0.77,0.8,91.48125391849521,90.87189814814816,9.574480592895226
mutant_0113,0.07,0.0,0.52,0.6,0.57,89.85224660397061,87.24659090909091,9.54274872701106
mutant_0114,0.08,0.0,0.77,0.78,0.81,91.63722048066887,90.63372093023256,9.532769596555903
mutant_0115,0.08,0.0,0.76,0.77,0.8,91.68386624869387,90.76307339449541,9.553068695465248
mutant_0116,0.08,0.0,0.78,0.78,0.82,91.55754440961334,90.72738532110091,9.573355916147356
mutant_0117,0.07,0.0,0.43,0.54,0.49,88.91285266457677,86.22340807174888,9.501367825854183
mutant_0118,0.07,0.0,0.58,0.65,0.63,89.8528108672935,87.90893023255813,9.524973319314286
mutant_0119,0.08,0.0,0.77,0.78,0.81,91.62907001044927,90.82596330275229,9.59041904676068
mutant_0120,0.07,0.0,0.44,0.55,0.5,88.38881922675026,84.76284444444444,9.53364081995493
mutant_0121,0.08,0.0,0.78,0.79,0.82,91.65110762800424,90.7245909090909,9.57827379297433
mutant_0122,0.08,0.0,0.76,0.77,0.8,91.50145245559034,90.53866972477064,9.572111519299018
mutant_0123,0.07,0.0,0.76,0.77,0.8,91.43402298850573,90.70827906976744,9.503816916343952
mutant_0124,0.07,0.0,0.48,0.57,0.53,88.8949738766979,85.70478260869565,9.41274982061248
mutant_0125,0.07,0.0,0.71,0.73,0.75,91.13875653082532,89.62413953488374,9.486135218505906
mutant_0126,0.08,0.0,0.7,0.72,0.74,91.18778474399173,90.8271359223301,9.510915016397137
mutant_0127,0.08,0.0,0.77,0.78,0.81,91.40426332288393,90.7319248826291,9.557302500747152
mutant_0128,0.07,0.0,0.64,0.69,0.69,90.780344827586,89.36558139534883,9.42964527067539
mutant_0129,0.08,0.0,0.71,0.73,0.75,91.02454545454546,89.97347417840375,9.529869160985376
mutant_0130,0.07,0.0,0.74,0.76,0.78,91.50725182863106,90.39222222222223,9.506745750923224
mutant_0131,0.08,0.0,0.77,0.78,0.81,91.5131556948798,90.48716894977169,9.547998416756805
mutant_0132,0.08,0.0,0.66,0.7,0.7,90.23493207941495,88.68582938388626,9.472230262669816
mutant_0133,0.07,0.0,0.66,0.71,0.71,91.0662486938349,89.8983870967742,9.568086300253269
mutant_0134,0.07,0.0,0.68,0.72,0.73,91.30711598746086,90.25729357798166,9.548124831542935
mutant_0135,0.07,0.0,0.76,0.77,0.8,91.26669801462897,90.34714285714287,9.516250029214898
mutant_0136,0.07,0.0,0.52,0.61,0.58,90.1142946708465,88.45929906542057,9.470809756599502
mutant_0137,0.08,0.0,0.66,0.7,0.7,90.30195402298874,88.74495327102802,9.510120222801786
mutant_0138,0.07,0.0,0.66,0.7,0.71,91.07404388714721,89.7930985915493,9.586967068682808
mutant_0139,0.08,0.0,0.51,0.6,0.56,89.65168234064787,88.10629807692308,9.561269750520315
mutant_0140,0.07,0.0,0.61,0.67,0.66,90.65919540229861,88.93628440366973,9.416489194078624
mutant_0141,0.07,0.0,0.73,0.75,0.77,90.97689655172415,89.37300925925926,9.467562220127734
mutant_0142,0.08,0.0,0.77,0.78,0.81,91.50561128526641,90.56516279069767,9.54591318607376
mutant_0143,0.07,0.0,0.77,0.78,0.81,91.55900731452462,90.70299539170506,9.507677200895984
mutant_0144,0.07,0.0,0.76,0.77,0.8,91.38127481713708,90.60037209302327,9.49321941806635
mutant_0145,0.07,0.0,0.7,0.72,0.74,91.0428631138976,89.53273148148148,9.52643851760811
mutant_0146,0.08,0.0,0.74,0.75,0.78,91.13301985370956,89.81204651162791,9.51112132221313
mutant_0147,0.08,0.0,0.77,0.77,0.81,91.77241379310342,91.3843661971831,9.52808308238648
mutant_0148,0.07,0.0,0.47,0.56,0.53,89.660762800418,87.0356542056075,9.441286683518255
mutant_0149,0.07,0.0,0.75,0.76,0.79,91.29340647857879,90.43841121495325,9.514459803134535
mutant_0150,0.07,0.0,0.61,0.67,0.66,90.58501567398135,88.69296803652969,9.504798686157258
mutant_0151,0.07,0.0,0.42,0.53,0.48,88.89446185997909,86.17171945701357,9.439400662541418
mutant_0152,0.08,0.0,0.68,0.72,0.73,91.30013584117027,91.13300492610837,9.52118989814996
mutant_0153,0.07,0.0,0.55,0.63,0.6,89.63719958202728,86.88364864864865,9.4014408943678
mutant_0154,0.07,0.0,0.65,0.7,0.7,90.96537095088816,89.61023148148149,9.500720395073218
mutant_0155,0.07,0.0,0.56,0.63,0.61,89.76287356321829,87.20819819819819,9.584243033228375
mutant_0156,0.07,0.0,0.59,0.66,0.64,90.10810867293621,88.05141552511414,9.505023398415052
mutant_0157,0.07,0.0,0.68,0.71,0.72,91.11018808777423,89.69227906976747,9.473973563061904
mutant_0158,0.08,0.0,0.77,0.78,0.81,91.62781609195395,90.82798165137615,9.618109998991969
mutant_0159,0.08,0.0,0.75,0.76,0.79,91.55474399164062,91.06953051643193,9.543000202072884
mutant_0160,0.08,0.0,0.61,0.67,0.66,90.17448275862087,88.75580645161291,9.506605572577524
mutant_0161,0.08,0.0,0.67,0.7,0.72,90.9263009404389,89.89134615384616,9.50343856043398
mutant_0162,0.08,0.0,0.77,0.78,0.81,91.65739811912225,90.89615023474181,9.5730691323849
mutant_0163,0.07,0.0,0.68,0.71,0.73,91.0002507836989,90.09634615384616,9.55736270773522
mutant_0164,0.08,0.0,0.65,0.7,0.7,89.99984326018813,88.13046296296297,9.576616641582635
mutant_0165,0.08,0.0,0.77,0.78,0.81,91.47061650992693,90.77248847926268,9.548739797686745
mutant_0166,0.07,0.0,0.76,0.77,0.8,91.27975966562177,90.40717592592591,9.55145006146098
mutant_0167,0.07,0.0,0.73,0.74,0.76,91.28699059561123,89.8804524886878,9.490769012452589
mutant_0168,0.07,0.0,0.53,0.61,0.58,89.56191222570529,86.84686363636364,9.572398879178856
mutant_0169,0.08,0.0,0.67,0.71,0.72,90.35560083594564,88.81330143540671,9.525356628850622
mutant_0170,0.07,0.0,0.74,0.75,0.78,90.76709508881922,89.08351851851852,9.518196709483922
mutant_0171,0.08,0.0,0.72,0.74,0.76,91.08852664576807,89.89806451612903,9.533582726266488
mutant_0172,0.07,0.0,0.52,0.6,0.57,89.80060606060606,87.38321266968327,9.50722183533116
mutant_0173,0.08,0.0,0.69,0.72,0.74,90.45749216300935,88.99896226415093,9.54728225254144
mutant_0174,0.07,0.0,0.63,0.69,0.67,89.76689655172424,87.16553571428572,9.3915131637373
mutant_0175,0.08,0.0,0.77,0.78,0.81,91.50065830721009,90.64566820276498,9.567868596378837
mutant_0176,0.08,0.0,0.65,0.7,0.7,91.43997910135828,90.94365853658537,9.49025742946401
mutant_0177,0.08,0.0,0.71,0.73,0.75,90.65112852664589,88.81581395348837,9.568595864847785
mutant_0178,0.08,0.0,0.72,0.73,0.76,91.1457157784744,90.61490476190475,9.4656800659089
mutant_0179,0.08,0.0,0.66,0.7,0.7,90.78407523510978,89.69500000000001,9.490949664897052
mutant_0180,0.08,0.0,0.76,0.77,0.8,91.47594566353203,90.46403669724772,9.579341813448428
mutant_0181,0.08,0.0,0.77,0.78,0.81,91.61484848484854,90.7955707762557,9.58734521539836
mutant_0182,0.07,0.0,0.67,0.72,0.72,91.17833855799361,89.76143518518519,9.545897301416922
mutant_0183,0.08,0.0,0.77,0.78,0.81,91.63154649947754,90.87023041474654,9.571736843935186
mutant_0184,0.07,0.0,0.7,0.73,0.74,90.56626959247637,88.79347222222222,9.584322447282704
mutant_0185,0.07,0.0,0.77,0.77,0.8,91.75513061651,90.916267281106,9.519311845515228
mutant_0186,0.07,0.0,0.75,0.76,0.79,91.13334378265407,90.09774193548387,9.547223726544408
mutant_0187,0.07,0.0,0.55,0.63,0.6,89.84317659352138,87.20684444444444,9.475995820121376
mutant_0188,0.08,0.0,0.77,0.78,0.81,91.45337513061641,90.69083720930233,9.56826713379644
mutant_0189,0.07,0.0,0.69,0.73,0.74,90.95602925809821,90.16279411764705,9.486532039017025
mutant_0190,0.08,0.0,0.77,0.78,0.81,91.61825496342743,90.83660550458714,9.527247144993344
mutant_0191,0.07,0.0,0.52,0.6,0.57,89.52999999999993,86.84710280373831,9.479259594574822
mutant_0192,0.08,0.0,0.77,0.78,0.81,91.46480668756534,90.78415887850466,9.549841962044146
mutant_0193,0.07,0.0,0.78,0.78,0.81,91.67124346917454,90.6873271889401,9.54632166798449
mutant_0194,0.07,0.0,0.72,0.74,0.76,90.81092998955073,89.2300930232558,9.508917930117397
mutant_0195,0.07,0.0,0.52,0.6,0.57,89.2135005224661,86.34193548387097,9.658635751387704
mutant_0196,0.08,0.0,0.77,0.78,0.81,91.64106583072105,91.61071428571428,9.58901213058352
mutant_0197,0.08,0.0,0.77,0.77,0.8,91.69723092998963,90.71990783410139,9.545163424401416
mutant_0198,0.08,0.0,0.77,0.78,0.81,91.5787147335422,90.71068493150685,9.521832333503689
mutant_0199,0.07,0.0,0.76,0.77,0.8,91.29486938349004,90.38064814814815,9.553691865183042
mutant_0200,0.07,0.0,0.4,0.51,0.45,87.83972831765935,85.01103734439832,9.398380043229436
mutant_0201,0.07,0.0,0.77,0.78,0.81,91.4629780564265,90.8383644859813,9.554815332495126
mutant_0202,0.08,0.0,0.44,0.54,0.5,89.22549634273769,86.4500462962963,9.578748088654525
mutant_0203,0.07,0.0,0.77,0.78,0.81,91.77970741901787,91.01884792626728,9.557703636661008
mutant_0204,0.08,0.0,0.77,0.78,0.81,91.55140020898642,90.66953917050692,9.547747186478064
mutant_0205,0.07,0.0,0.49,0.58,0.55,88.92134796238254,85.68152838427947,9.47246723779732
mutant_0206,0.08,0.0,0.78,0.78,0.82,91.86103448275865,91.3294685990338,9.52873322523074
mutant_0207,0.08,0.0,0.75,0.77,0.79,91.48491118077328,90.57800925925925,9.57833816447358
mutant_0208,0.08,0.0,0.41,0.52,0.47,88.87709508881922,85.62425925925926,9.504995428404373
mutant_0209,0.07,0.0,0.72,0.74,0.76,90.85393939393936,89.15796296296296,9.615565582607106
mutant_0210,0.08,0.0,0.73,0.74,0.77,90.99527690700113,89.92208530805688,9.530206112319911
mutant_0211,0.08,0.0,0.71,0.73,0.75,90.61400208986426,88.70944700460828,9.57116132160301
mutant_0212,0.08,0.0,0.69,0.71,0.73,90.93065830720988,90.35578947368421,9.558405035546777
mutant_0213,0.08,0.0,0.69,0.71,0.73,90.82800417972838,89.74456730769231,9.478682068783712
mutant_0214,0.07,0.0,0.7,0.73,0.74,91.32563218390811,90.26648401826485,9.517974811713415
mutant_0215,0.08,0.0,0.68,0.72,0.72,90.48393939393948,88.53004629629629,9.55580399964599
mutant_0216,0.08,0.0,0.77,0.78,0.81,91.50793103448284,90.61365740740742,9.573730082757397
mutant_0217,0.07,0.0,0.52,0.59,0.57,89.88074190177639,87.4889592760181,9.392326841009776
mutant_0218,0.07,0.0,0.54,0.62,0.59,89.2590177638453,86.46008968609866,9.550899262598469
mutant_0219,0.07,0.0,0.78,0.78,0.82,91.86761755485895,91.04990783410139,9.542101738584686
mutant_0220,0.08,0.0,0.77,0.78,0.81,91.60992685475448,90.85078703703705,9.5296395425105
mutant_0221,0.07,0.0,0.72,0.74,0.76,90.57526645768013,88.77240740740739,9.54123588229845
mutant_0222,0.07,0.0,0.7,0.72,0.74,90.91947753396016,89.39014084507042,9.556243714896906
mutant_0223,0.08,0.0,0.68,0.71,0.72,90.85373040752341,89.88727699530516,9.536642647517835
mutant_0224,0.07,0.0,0.7,0.73,0.75,91.20792058516196,89.8620737327189,9.537777593875918
mutant_0225,0.08,0.0,0.7,0.73,0.74,90.49632183908055,88.51829493087558,9.561075112594985
mutant_0226,0.07,0.0,0.71,0.73,0.75,90.46749216300925,88.64778801843318,9.592223380705784
mutant_0227,0.08,0.0,0.78,0.79,0.82,91.66067920585161,90.89328767123287,9.524498168817995
mutant_0228,0.07,0.0,0.53,0.6,0.58,89.9182027168235,87.46735426008969,9.614338899597564
mutant_0229,0.07,0.0,0.56,0.63,0.61,89.36653082549628,86.34088105726875,9.514859687351908
mutant_0230,0.08,0.0,0.77,0.78,0.81,91.71852664576805,90.9198611111111,9.589497024904466
mutant_0231,0.07,0.0,0.5,0.58,0.55,89.34811912225706,86.20026548672567,9.50973225709582
mutant_0232,0.07,0.0,0.67,0.71,0.72,91.14732497387661,89.76803738317757,9.561040246728792
mutant_0233,0.07,0.0,0.73,0.75,0.77,90.67067920585154,88.89732718894008,9.487810817943483
mutant_0234,0.07,0.0,0.69,0.73,0.73,91.2402925809822,89.95438356164385,9.49767871224406
mutant_0235,0.07,0.0,0.76,0.77,0.8,91.45533960292578,90.70616822429905,9.53872611606852
mutant_0236,0.07,0.0,0.7,0.74,0.75,91.37664576802497,90.34625570776255,9.468282225170418
mutant_0237,0.07,0.0,0.67,0.71,0.72,90.3479623824452,88.32824074074075,9.529782990099784
mutant_0238,0.08,0.0,0.77,0.78,0.81,91.60041797283172,90.77752293577981,9.604998350011304
mutant_0239,0.07,0.0,0.45,0.55,0.51,89.13333333333331,86.5504147465438,9.548293946712633
mutant_0240,0.08,0.0,0.43,0.53,0.49,88.906342737722,86.81393364928911,9.554585184475762
mutant_0241,0.08,0.0,0.77,0.78,0.81,91.54280041797283,90.63093457943926,9.540950207041831
mutant_0242,0.08,0.0,0.77,0.78,0.81,91.89323928944619,91.93,9.51215311326831
mutant_0243,0.08,0.0,0.69,0.72,0.74,90.75084639498434,89.14688073394495,9.501546255665849
mutant_0244,0.07,0.0,0.55,0.63,0.61,89.66297805642645,86.97210762331838,9.49070430940002
mutant_0245,0.08,0.0,0.77,0.78,0.81,91.5917241379309,90.75198156682028,9.584240388876095
mutant_0246,0.08,0.0,0.77,0.78,0.81,91.6220480668756,90.7979534883721,9.546792134315526
mutant_0247,0.08,0.0,0.64,0.69,0.69,90.59065830720988,89.43423255813954,9.388047198342123
mutant_0248,0.08,0.0,0.67,0.71,0.71,89.81570532915357,87.41206572769956,9.522007594970452
mutant_0249,0.08,0.0,0.77,0.78,0.81,91.58285266457668,91.0324537037037,9.597059127476967
mutant_0250,0.08,0.0,0.71,0.73,0.76,90.80797283176605,89.7857075471698,9.499247570385258
mutant_0251,0.07,0.0,0.68,0.72,0.73,91.15192267502623,90.02365296803653,9.576253230505726
mutant_0252,0.08,0.0,0.69,0.72,0.73,90.4941797283176,89.14341121495328,9.490225535961786
mutant_0253,0.07,0.0,0.67,0.72,0.72,90.42579937304066,88.5354672897196,9.494799433514642
mutant_0254,0.07,0.0,0.62,0.68,0.67,90.17859979101364,87.80467592592593,9.539032128064637
mutant_0255,0.07,0.0,0.72,0.74,0.76,91.2370323928943,89.95606481481482,9.468518402649083
mutant_0256,0.08,0.0,0.78,0.78,0.82,91.65607105538135,90.96055555555556,9.5397195405264
mutant_0257,0.08,0.0,0.77,0.78,0.81,91.39839080459758,90.33129629629629,9.5248709473696
mutant_0258,0.07,0.0,0.66,0.7,0.71,91.00164054336469,89.74939534883723,9.365052898187235
mutant_0259,0.07,0.0,0.46,0.56,0.51,89.3943573667712,86.62518348623854,9.601404314023016
mutant_0260,0.08,0.0,0.69,0.72,0.73,90.31984326018805,88.86180094786732,9.51044618449057
mutant_0261,0.07,0.0,0.61,0.67,0.66,90.58799373040755,88.74652777777777,9.41502696802277
mutant_0262,0.07,0.0,0.7,0.73,0.74,91.13998955067913,89.76842342342344,9.554275626595654
mutant_0263,0.08,0.0,0.72,0.73,0.76,91.14323928944621,90.60952380952381,9.483717785937053
mutant_0264,0.07,0.0,0.67,0.72,0.72,91.11004179728312,89.67245370370371,9.567813612267116
mutant_0265,0.07,0.0,0.64,0.69,0.69,89.75723092998943,86.73366972477065,9.526014004749172
mutant_0266,0.07,0.0,0.64,0.69,0.68,90.56572622779508,88.85286363636362,9.521371939518836
mutant_0267,0.08,0.0,0.77,0.78,0.81,91.54892371995813,90.81158139534887,9.499942528673827
mutant_0268,0.07,0.0,0.68,0.72,0.73,91.13875653082535,89.82272727272728,9.403502313159054
mutant_0269,0.07,0.0,0.59,0.66,0.64,90.41835945663536,88.80260663507109,9.448027199290422
mutant_0270,0.07,0.0,0.41,0.52,0.47,88.70026123301986,85.90744075829383,9.386268220822094
mutant_0271,0.07,0.0,0.42,0.54,0.48,89.03850574712637,86.35870967741934,9.430631579300645
