dataset,row_id,sequence_sha256,log-likelihood,d4_par1_if10_policy
4fqi_h1,4fqi_h1:0000047:56a714626145,56a71462614520be440b15b377712b9edb0b8803804a5fee56e35f705c11ccfe,0.8838776946,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000048:05e5b929bfe6,05e5b929bfe6d61569e8a4a06af3dd6780a2d22ff179e662ab8ce42fe58a329a,0.7897104621,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000049:35111719a596,35111719a5963020d08e35411b1de4b143cd52a6b48a2b5c4c7e48d996242831,0.9358955622,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000050:d69a7962ff3f,d69a7962ff3f2f77434cab6afa833638d379250e1521fd9e7bbcb8d4078637b3,0.9066451192,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000051:cfba95dfda11,cfba95dfda11cca35fbb0d18b7e779b3dcd93e09df59e12e906f36f160526583,0.8911057711,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000052:85b6b6bd9a18,85b6b6bd9a18cd85ac7149624d5afea7ed7b1cee51040018c964cadf569447b5,0.8860630393,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000053:379594f8838f,379594f8838f6066a1de08d4bfb02c30ce41bc5c656554879229956ded2ddf8d,0.809002161,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000054:055066a3b452,055066a3b4529e2139b45d4b96c186df22f9d876de7b15eb3a1483291499701d,0.9413300753,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000055:dc1213ac85a9,dc1213ac85a98ed3c436c77fb5c9bd07ae3bd8c8db450dd34b650fed67ad4fdb,0.7646117806,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000056:0ecdacbe414c,0ecdacbe414ce8a555fa848e3a6476fcf661d1daaaa93fa8276854e24f802d03,0.8609124422,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000057:877a6ca0818c,877a6ca0818cc5c63b78445e7ea19c8bdd71cda2b763f42d7d89669fe4b92cd2,0.769618094,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000058:98f9c01b92cb,98f9c01b92cbe0f3bdf8d72c06241f049e3c99ca683f9999895c2be338b97655,0.8326587081,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000059:5abf87047cea,5abf87047cea3d530d6156cf43170a3850ce7743b2ef0bc0d0aa3a7bc26e8a3a,0.6732136607,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000060:1ff1675c8c6c,1ff1675c8c6c86453812d6eb7edd3cabbf47ed4d50e131a1f41371f495ede1f8,0.9363410473,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000061:3201ba37b86f,3201ba37b86f33e019929500a0e496197bc883a83223b030122465e76a187871,0.8350302577,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000062:c963bf6c62e7,c963bf6c62e7ad85820b88f7b5fb9950ed712459c0c9f43592c6875d0fbfec1d,0.8934332132,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000063:d810ca332e07,d810ca332e07b8e6be2d0f0778b5e228309b490e9a2a0887fdaf35885a08da7d,0.6498471498,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000064:aa99dc40e77b,aa99dc40e77b0f7e54de9a82af9ab8e4429bee79ad2181facd057d523d14e7ab,0.5929362178,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000065:18a01bf952b7,18a01bf952b7de693eed807fffb478cddb4a5929bc8ef92dd05c698e8733a4ec,0.9340751171,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000066:93e418caf56f,93e418caf56f3c293ed84e1a8480f2744cea73bf61647c96a7832d0bad9239ca,0.9456700683,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000067:2d552d4dbc0e,2d552d4dbc0e56a08a0c0c7e060800e15eeb1cb03beeb35ec1e66dfed1048f07,0.9826786518,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000068:93569eb17a3b,93569eb17a3bbf3481283976178a08e39fcf33612f16ee72570dd75a0e8da545,0.92849648,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000069:1d02914b7386,1d02914b738618a1dc1356310548745b0569006ecbcec595bcf7a6239efee122,0.8835665584,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000070:f6ca46d22ef6,f6ca46d22ef6c2f862596181daa11092e8239c4db6133ddb52c5e5cff90d0c63,0.8993478417,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000071:0d5704ddbb1d,0d5704ddbb1d1f0baddfc369658eceddf891d14e75d61253b8909d752f2508ef,0.8989541531,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000072:7dce8b6a7b96,7dce8b6a7b960fc4da67c0e16803313d6fbd5a57643b563e911443903567ef8a,0.8931547999,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000073:21077d158f4b,21077d158f4b68158210ce0d45207446d536046a04fc3d17ae73ba340f6d2c9a,0.8553127646,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000074:c40443819555,c40443819555aaaf1c3496ec97a04c0351a55389b19860a07290a8bb2defcbab,0.8404359818,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000075:47da93569fa0,47da93569fa0b9efc29b46714f3f53f72b5ff8ff0bb83809cd950197aad20e2a,0.9166846275,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000076:88d3536611d3,88d3536611d32d68ddc6ae11921420a7ad20b56b1c88476f2d78b34c12efe854,0.8110856414,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000077:879d29ebd33c,879d29ebd33cd811c57c5123b2654396ba2f1ea0af985ceba21ecf34d9b6e8fe,0.8983703852,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000078:89e576402432,89e576402432dc88e4056f62b3f679aa0bacd5f6b426431614e6e63373620e54,0.9281412363,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000079:bc626588b922,bc626588b922716b614831f4aa591de53f39c469b8037da96b2449668aafe6cf,0.9248882532,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000080:6c0adc9c0c0b,6c0adc9c0c0b5f9b4e4303e0c42cb9a596535d9176f624c2b24583969b2c79a4,0.8589556217,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000081:59a28b466319,59a28b46631913743be819dff95e17340d40ee839390477b92108e44c56db6f7,0.8763768673,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000082:13572413ad98,13572413ad985d854c85cad089772caf973521a15f357fec113cf88fbe645276,0.867122829,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000083:c606880577fd,c606880577fd44eac0552afec90ebad4df3c8959ae7d819365d735c0253c3f84,0.8036540151,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000084:83e1a0137735,83e1a0137735a8cf0c6b148c987421fc37af8f9e05a6e3f005a71f1e3398656e,0.8855752945,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000085:aea227c68875,aea227c68875847e5a868c9b8b7a788c54b6de3c88a9c08f2b730bff717eabd0,0.9654532671,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000086:77cc4abeac2f,77cc4abeac2f44ee0e939e0527b5456e0cb92244d3b570934fec087bbd1f0811,0.9051895142,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000087:a5555a414a13,a5555a414a13f11538c0968e4e3eb44d5bdabcc199c48f34c4b7a97462850616,0.8315640688,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000088:2e5960c2a0e5,2e5960c2a0e5a7db59a5e89daf12b726b0d283deb329250a6d176f74686bea2e,0.9231791496,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000089:96b1fdee0903,96b1fdee0903a2a57d454bcf9eb09107f77763959058d812be2fcfc2f55c4cfa,0.7435668707,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000090:4762870a49ac,4762870a49acfae6ae6543c0d5f02c6225fd751ee88f0cccc4e5e9b1c326f7b4,0.75141716,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000091:ecc7a93d4610,ecc7a93d4610d46ee76089d9791aa952dcc11429d9886d97fa747a5c74064d32,0.6062172651,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000092:62775a38529b,62775a38529b2da104b0354e9d867b5c5936948547283acb7a344467f275721d,0.9347241521,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000093:12f7ec546c2a,12f7ec546c2ac1660a400349e85b5239fbbf772811ab2ef3b475a581f839add4,0.8241246939,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000094:1685eecce4ba,1685eecce4ba8d92366001240695b7422a985154d456e5bd0d503068123f0bfe,0.8296014667,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000095:c0cede728efa,c0cede728efa5c519d74615a336f90a6565e5bcdd68589da4a0fd9aad00ffd61,0.958248198,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000096:37a35618eb74,37a35618eb74899f2abe1e2b8c28fcdf31fb40447c9beb7e02463aa0ad291b49,0.8607107997,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000097:febb76a09d2e,febb76a09d2e576d660cf33c6ba10468b4e57fe81aa0c2b7b6ee9c77b9158161,0.9201296568,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000098:b21a9d3590da,b21a9d3590dabe0f10067238c8b5a9788e88322433961c15ec0f82fd1fa89867,0.6670744419,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000099:9d95299fc60d,9d95299fc60d3ac3e2d40a3a4852835cd78eca2dfc29f62fef43fcf2cce6098a,0.8626292944,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000100:abb0abcb7c6c,abb0abcb7c6c48f81e0aeab73667e062dae71c050558cbaa4d3bc71747b9ae3e,0.8830039501,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000101:4c34a6631514,4c34a6631514d51c6f78865b15682e4e5812f9261b3ec2cd6e7615d5f944a103,0.9569116831,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000102:46b89f541d3f,46b89f541d3fb9d7ea07b3785dde32564713dccde41a8d3767e5c2341f03ffac,0.7405366302,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000103:53f8af7dbcc5,53f8af7dbcc50546f558c868b3815917d6b9dd383f7ba7b846473fc2e3990004,0.9683375955,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000104:949bab39e8ca,949bab39e8ca48999f2a99c1c5beb619c627e931e599934e86767b9f85b1d684,0.9351850152,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000105:ecb1ddf13a0e,ecb1ddf13a0e2e098c9ae8b74c800bb7384c25c57b8f657aa75745a5aec9b78c,0.7390848398,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000106:41e751e4124c,41e751e4124ce7dfd906ee1af43a5799bc7683ed8387b5b06c657082ca83f020,0.9054564238,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000107:32c584f577a2,32c584f577a22e4ddfbfeaf9fb19c49bc7f402dd166602809972cbec8437a09d,0.9542212486,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000108:a217556acfc2,a217556acfc22f61da6ffdda0879bc5ff3ff5b0a080d057ab06e06c58e3d4622,0.8220219612,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000109:56b5387e2913,56b5387e29134ad97313ba30923f84ca7438b2b6608d4d17e65de400e0aba25f,0.8773178458,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000110:40859044dab5,40859044dab5d96c676eef76ed80af6abeedba8a36ba78075be8a2173b359db1,0.9285023212,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000111:1fb46ecde40a,1fb46ecde40ac3799a3948799a7e17dea63a51b4145df0c2bfac1b7c16a04f84,0.7965545058,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000112:a5d5a6f21605,a5d5a6f2160513cfbd1caae14b4578ce2bbedaf90a72f331b766296975b8cea6,0.9790377021,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000113:c4cf07118fc2,c4cf07118fc2f96782d4a74041e29545a331c5d107c0ad92ec4bc75ea68ea845,0.9170053005,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000114:ed8333bb8e7e,ed8333bb8e7e9850abd92e1052d8ba5b089ac887fbaed97fd5ace4d595d1502f,0.8649758697,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000115:9f898642d222,9f898642d2228a42e22af1fd259211bc6dbe86b5f219c1ecba246400bbbb2512,0.8371579647,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000116:17a5db544849,17a5db544849446d074f3ac65687abd6eb11493c23b57dd49bda70976e09412c,0.9315556288,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000117:5fcba4205357,5fcba4205357a0ef6a47b1a38c041190405bbf632f0146bf2d1ed0a6d45d0188,0.8002415895,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000118:02602879a893,02602879a89382829b8b048f0b58aea44864b5997e43424beef59bb1eb5822fe,0.8970530033,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000119:619ff504f712,619ff504f712cab3ef298fba7fe5e5fa04c83c1b7567bfe0105cd0c2758612f6,0.9139539003,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000120:7b74abae8929,7b74abae89290478840bb195c736401d30c689c0338ea96d4c47bddae2f4a8ec,0.763592124,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000121:ad0820e032f6,ad0820e032f6008f1fe32d084398b9c3d18b0965d0d948f49f084fa9c5745b28,0.895080924,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000122:b06bef545ac7,b06bef545ac78f111cc4d6b953c158f2ef0a2079ad3572a7d2cef9bc9fdc7d87,0.8188457489,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000123:8ad55cebff70,8ad55cebff703b82a5f039b858f436be324ed115c4c365eaf1098dad965977aa,0.9547609091,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000124:2f0b518703d0,2f0b518703d0d87c9e9ca18bd70afd86503fe24e854070e39d8c5d4a7e0939f5,0.5760066509,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000125:a65c13355905,a65c1335590599af61058ad365e356a46c72b54623b5f3bfd99626a95a526b3d,0.7804621458,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000126:a0d5b631e5ab,a0d5b631e5ab2baa44da44ba710692bc50b0f902dd898640e5101ad07f0b6de3,0.7434363365,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000127:9acaec250b9e,9acaec250b9e3500d9f095e76536787ce72295e8fa4f54ef0540cc2f74ff7611,0.8730509281,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000128:cad04d413b7b,cad04d413b7b9c99f4be0aed626f408b680556482fd51fb440713fa2bb290885,0.7765159011,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000129:c0ad85af5c54,c0ad85af5c54e23db90565312d6b7fcd96fcff5520a6b8c4a041c3a84dc79cc0,0.8941629529,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000130:d2c29efe6819,d2c29efe6819d4e054eae346637773b62f89abc99cf44a9f12985833a1f58ad5,0.8189820647,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000131:590003357980,590003357980b5447bde1a77514e4c02881e9d468b373819f57dbd544a6a4b3b,0.9207806587,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000132:c03e3f6d9504,c03e3f6d950498f0915dfcf08d681eaf8242cd3accd9fe1b53086ae318f5587d,0.8359693289,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000133:fa4b00ae96b4,fa4b00ae96b40bea8d9a11e1a58bf7553c63ca1fd4234e00dc419a9cbdab9fc3,0.8583449721,if6_consensus_when_public_stable_and_legacy_neutral
4fqi_h1,4fqi_h1:0000134:3c887f2ac3b6,3c887f2ac3b65690d8e2dd7e3f0d9571bca0185d613a16a82ad67adccb3ac8d9,0.8835819364,if6_consensus_when_public_stable_and_legacy_neutral
