dataset,row_id,sequence_sha256,log-likelihood,d4_par1_if10_policy
2fjg,2fjg:0000026:6381dca37c77,6381dca37c772dc37a1a480883a84cd5bf16e4c5120a77d49ec85b5f4a53ca9e,0.9914491177,d4_component_default_guard
2fjg,2fjg:0000027:9e964a6c07f4,9e964a6c07f493f530ebf4de20e63acc07764b32da0144dbb91beb66907369cc,0.9806480408,d4_component_default_guard
2fjg,2fjg:0000028:62167c76bf6b,62167c76bf6b8da3e715811e5504985082b5046924a5e6d03f45d4f75b57d45b,0.9810981154,d4_component_default_guard
2fjg,2fjg:0000029:c9090372db36,c9090372db361e92142450bf59f40cd2c50b305db10190a1cae4ce00753ddf5c,0.9680467844,d4_component_default_guard
2fjg,2fjg:0000030:fc9ff3e6c17e,fc9ff3e6c17ef005cf049261fd9bb2248b78a7cfd911f57c91ce847c4ee9897d,0.9527452588,d4_component_default_guard
2fjg,2fjg:0000031:04fc75d3ab92,04fc75d3ab922d37be592bbc85717fdc447a9be689e445023855d78f98d96e28,0.986948669,d4_component_default_guard
2fjg,2fjg:0000032:ccf78f8d62b9,ccf78f8d62b90efb269c2348a999d18de4381daf46308630b6e620e988885149,0.9752475023,d4_component_default_guard
2fjg,2fjg:0000033:ca9b7ffd378c,ca9b7ffd378c64498a27308b4b7a2c06b98474865423005623d597f4d6281ee8,0.9423942566,d4_component_default_guard
2fjg,2fjg:0000034:069af6cddc39,069af6cddc395d725e1d426b1cb3efc02f2915120c1a81ae5fe17bca70f810c7,0.9734473228,d4_component_default_guard
2fjg,2fjg:0000035:53dc5668fb34,53dc5668fb34012dfc7489e5375c6c1e8565f9606566700805e897efc6aaa639,0.9414941669,d4_component_default_guard
2fjg,2fjg:0000036:20f1a40e8e92,20f1a40e8e92aefe734ebb7cc3e7add9d1fe609b7a11226f4719e62e8eb788b5,0.9923492074,d4_component_default_guard
2fjg,2fjg:0000037:c50ad71e3780,c50ad71e37801cf4ff280575c067995f6d327d1c9a5dcb7f23c428ee4166dd6d,0.9639964104,d4_component_default_guard
2fjg,2fjg:0000038:a1672dbac7f3,a1672dbac7f3ab281b56e97caccb5659c06ef2e91fc3d3278d70df18140491b4,0.9873987436,d4_component_default_guard
2fjg,2fjg:0000039:edd0ec5e9880,edd0ec5e98806c4e0334e9bc7599dd51f28c2bc4c6c784e479429b12ebe1ec80,0.9702970386,d4_component_default_guard
2fjg,2fjg:0000040:a9b7bc9a7a0e,a9b7bc9a7a0e527a702334f1b3a7b893e7065137680aaac03bc003f7e20b8593,0.9531953335,d4_component_default_guard
2fjg,2fjg:0000041:626b86618b50,626b86618b50e57e66ceee5f4b5c3a0c9bdc33bca55a13a20ee8809e265693f6,0.9621962309,d4_component_default_guard
2fjg,2fjg:0000042:fc6049dd998e,fc6049dd998e28df2bd9a4520ba99bf60d3035c5ddadc6a10f78ffaaa880e222,0.951395154,d4_component_default_guard
2fjg,2fjg:0000043:faa9be40ce8c,faa9be40ce8c338decb1eec67db7d349cc053bdacf2e21dc8fe3fb11e0800513,0.9630963206,d4_component_default_guard
2fjg,2fjg:0000044:cbe2e541e80f,cbe2e541e80fbde57d30f5004e9448d34cfd1525432ed87af0179918833ab10f,0.954995513,d4_component_default_guard
2fjg,2fjg:0000045:a9bc2116b3dd,a9bc2116b3dd5c39c65fee10d5174618822dab3d23fc583a49da9398aa95ce6f,0.9842483997,d4_component_default_guard
2fjg,2fjg:0000046:ef6f8c16077b,ef6f8c16077b1911a1d89d08c566170aa19b0f3fd77c8b397e60094f39c653cd,0.9689468741,d4_component_default_guard
2fjg,2fjg:0000047:228b812d5823,228b812d582321bb09d9b08d1022a2ff23e165761204130d2e2f3164e46e7059,0.9563456178,d4_component_default_guard
2fjg,2fjg:0000048:5ecde80809d2,5ecde80809d2dfac4b00d42296ebff7e3fdf6d2695409a96a6bed52247bebe17,0.8955895305,d4_component_default_guard
2fjg,2fjg:0000049:6d4d4e8e9be6,6d4d4e8e9be6d5b1f486812588a924b4b9b3670ba880ec91e41cef21a57ee9de,0.9711971283,d4_component_default_guard
2fjg,2fjg:0000050:3c4d08404683,3c4d084046832dae2b142c0f35c12c46ecaa854be295bc649f159879b192f0e5,0.9176417589,d4_component_default_guard
2fjg,2fjg:0000051:8e118fac5cf9,8e118fac5cf9c16fe4217a7eaba7de927ffbd6abfb889353e7eaf6f1387fceeb,0.972097218,d4_component_default_guard
2fjg,2fjg:0000052:3649b2939543,3649b2939543e47afcc66e1dbeb49831764fd5262ecd0d75f3eb015b69bb07e0,0.9324932694,d4_component_default_guard
2fjg,2fjg:0000053:87029e5271aa,87029e5271aa4a095b8be59d7f29a5ec7b4105ee6fa71c8c1b4cb8918761d444,0.9495949745,d4_component_default_guard
2fjg,2fjg:0000054:999c86abee7c,999c86abee7c6da35028acbaef4893a9e307d1fd96bbe0c743696fc2cf8ecd15,0.9320431948,d4_component_default_guard
2fjg,2fjg:0000055:6c7573a3a62b,6c7573a3a62ba3cfe2f188eda4a430e337869455ade72e982caa9fa1f5448005,0.9896489382,d4_component_default_guard
2fjg,2fjg:0000056:4900fac47e65,4900fac47e6507477306a39700c7d11db8b7cd79d71a56874c246c7031e79797,0.8892889023,d4_component_default_guard
2fjg,2fjg:0000057:3adc147c92b2,3adc147c92b26f95357e04c11ca7e850df2d270736023ba74e5f2021548b914c,0.9945994616,d4_component_default_guard
2fjg,2fjg:0000058:169abe5f66cc,169abe5f66cc39d0be73f5cbc18c2e48a09d65d91d85b9ffd0eee1fb9a221d4b,0.9801980257,d4_component_default_guard
2fjg,2fjg:0000059:c660a9bcbd3e,c660a9bcbd3eb2a02dc3db064051fc5e7f624b9913a66a5da72fa94bbc77c5d8,0.955445528,d4_component_default_guard
2fjg,2fjg:0000060:37effb6b16a2,37effb6b16a2314a5b52ead2a47b84374b55ed81648a8f2a8c145fc468135bc7,0.9698469639,d4_component_default_guard
2fjg,2fjg:0000061:7fc427edda6c,7fc427edda6cb0afd69792f6603bb38dd8570296da1f9588a3472f2eae1511a2,0.9747974873,d4_component_default_guard
2fjg,2fjg:0000062:1c9b1c64867c,1c9b1c64867cc6b06d58dcefb95f1898058a8ded3919302463642bc6e5acae1c,0.9860485792,d4_component_default_guard
2fjg,2fjg:0000063:a9ccfc6e3249,a9ccfc6e32495379fcea81fe97d994bdad2970b09850176fe4a9d32300013812,0.9765976667,d4_component_default_guard
2fjg,2fjg:0000064:7f1c6589eb05,7f1c6589eb0590422f2d1f3f2d4b80da5b1edab61dab9a9583c586d4c2c5e23e,0.9878487587,d4_component_default_guard
2fjg,2fjg:0000065:57fbe4da0496,57fbe4da0496b1243bf75f9cb75299c582ca559f4379cca493e6f7406297b79e,0.9707470536,d4_component_default_guard
2fjg,2fjg:0000066:24258fec5af1,24258fec5af1691297a6cb9dd92db43b40bc6a7b60b90fced386e95f5a16a748,0.9851484895,d4_component_default_guard
2fjg,2fjg:0000067:de08b7871f0f,de08b7871f0f203996d256aab49e8c110a832557f51a20efc7b41eec63a4dfbc,0.9302430153,d4_component_default_guard
2fjg,2fjg:0000068:1e1672480f87,1e1672480f87c4156a141dfd795321cf70e5735683af62d355d8e4e16ca800e7,0.8721871972,d4_component_default_guard
2fjg,2fjg:0000069:8b647f05a8e0,8b647f05a8e0546a3aa39e49d7f1915bd9aebd0f845ca98071977fd1d16b9f78,0.979297936,d4_component_default_guard
2fjg,2fjg:0000070:dc923b0a27aa,dc923b0a27aa6f25501ec4f456b3c7dc8c47b92044474a134f5ad62143a22f84,0.9365436435,d4_component_default_guard
2fjg,2fjg:0000071:d9319d3f53d0,d9319d3f53d0f40a04e8300eb720749ee3e50ff54d7460edf293c91887e4963e,0.9671466947,d4_component_default_guard
2fjg,2fjg:0000072:233687078b01,233687078b0103b46a3e825db4e9eeb2ea36c750322ff174ef16473f67bb7525,0.9603960514,d4_component_default_guard
2fjg,2fjg:0000073:e86f15a0c9a9,e86f15a0c9a9fb1af7d9a7312ca7e25a5ea511584b209e0b62dcbfd8bdb5d541,0.9581457973,d4_component_default_guard
2fjg,2fjg:0000074:e2d5a53a28e4,e2d5a53a28e416bf59b3f8b6ec253ed1447e381252d143a2832b3cf092c80ea3,0.9918991923,d4_component_default_guard
2fjg,2fjg:0000075:076c6fff0489,076c6fff0489659dfb4f6315991c64a675a326a39500c81561ae108dcf368801,0.9572457075,d4_component_default_guard
2fjg,2fjg:0000076:259e219b97b9,259e219b97b99a6c7bb253c250cdbb0bdaeab26b8424b8a10e5658aa99d37b00,0.9941493869,d4_component_default_guard
2fjg,2fjg:0000077:802f3197d861,802f3197d8615e1d15ff7ff75ae344fcb296842e1cd7a0c0f1752276b1c8e68e,0.9608460665,d4_component_default_guard
2fjg,2fjg:0000078:e730411c8c84,e730411c8c8417279a9d909a0488a319785f672be94eca3a991a6f759c462561,0.9459946156,d4_component_default_guard
2fjg,2fjg:0000079:078fab6a3504,078fab6a3504aa05f7d3b2ee74f4884aad812951cad51b29ca349be9fdf441c6,0.9743474126,d4_component_default_guard
2fjg,2fjg:0000080:3aa1dfa3ed2b,3aa1dfa3ed2be4dad6fa8268d1633985392200490433f0ac17ed9301cc6d7c14,0.9882988334,d4_component_default_guard
2fjg,2fjg:0000081:a55c87b22f56,a55c87b22f56b87d61eff5f2c89e8651e71848c5e6c7720c813af21ab1407e25,0.9666966796,d4_component_default_guard
2fjg,2fjg:0000082:7afe8cdadfa8,7afe8cdadfa8f64444d6ef1086f0d85a8b117bc3eea0341111a8a22aabd060e0,0.9887488484,d4_component_default_guard
2fjg,2fjg:0000083:27d6b963954a,27d6b963954abef5d397236f549d8a18340fea3cd1b157113ca97c5c6e8a6ed4,0.9815481305,d4_component_default_guard
2fjg,2fjg:0000084:e4e5cda83d08,e4e5cda83d0848583c3f3d8675d49f8547f37dce127aafb28d76bf8e4cc839de,0.9837983847,d4_component_default_guard
2fjg,2fjg:0000085:2e2e1bd86720,2e2e1bd86720a9a94e8190600c81ffb569c4204b12c0f1ed7984eb4d20cabcd9,0.9761475921,d4_component_default_guard
2fjg,2fjg:0000086:be909231708f,be909231708f6e77eeca1d4b3b2f41bbf3b1a8fc6955e4b4b41bed5b0fbfbd23,0.772277236,d4_component_default_guard
2fjg,2fjg:0000087:bb034a36c8d2,bb034a36c8d2454831c9ba1835cfcc3b66dea247fa60d899f59cc2cbcf86c420,0.9648965001,d4_component_default_guard
2fjg,2fjg:0000088:eafa0bcf42dc,eafa0bcf42dcc0115ec107f1a2154071a4987c2f8c2553501ee9bcaaf7da478e,0.9392439127,d4_component_default_guard
2fjg,2fjg:0000089:43e29d29c645,43e29d29c6454013128628f114ebf6f8d51dea463788c036061d59a6fb5afacd,0.9486948848,d4_component_default_guard
2fjg,2fjg:0000090:bd0df64d21c3,bd0df64d21c38d92f87b39d7257f4f274a7e4690a5fd41885a368d3a847735a3,0.8874887228,d4_component_default_guard
2fjg,2fjg:0000091:49be842873c1,49be842873c1a847a6ad85de0718f4c8b8fe2a6abe349054d306fe2a1645f3a2,0.9635463357,d4_component_default_guard
2fjg,2fjg:0000092:ef0912483c57,ef0912483c57d30d6eeb994b3e009a0298aa2cd507661b616370466e6cfe6927,0.9396939874,d4_component_default_guard
2fjg,2fjg:0000093:54496df52268,54496df52268039e92dfc3bfb01609fe5829be5f89f0281e6be8826c9c892dac,0.9149414897,d4_component_default_guard
2fjg,2fjg:0000094:2e06629d7c97,2e06629d7c972d5b5d4a70824d09069745b4a1d7eb1b46782629efacc8221879,0.6134113669,d4_component_default_guard
2fjg,2fjg:0000095:5fddc92c1d67,5fddc92c1d672578267231851d0f155321b1407d80c39aebaf09cf892aa510e7,0.938343823,d4_component_default_guard
2fjg,2fjg:0000096:8ce3229fa7ce,8ce3229fa7ce7be1e2deb59a4d35c6061aec396e7956fd8c4d347a63c9f4036b,0.7668766975,d4_component_default_guard
2fjg,2fjg:0000097:7fb027595d0b,7fb027595d0bc741018279ead34e46c55a7ed655e597bc93913a40384f5a2f27,0.4504950643,d4_component_default_guard
2fjg,2fjg:0000098:aa523b1e2538,aa523b1e2538d21f74b22235d57393e9be7281698a208dd3fb2705f514698930,0.4041404128,d4_component_default_guard
2fjg,2fjg:0000099:5fc4d20eb423,5fc4d20eb423703b705bfcd92b1c719395a6b7775256453c9d8370977776a46b,0.8271827102,d4_component_default_guard
2fjg,2fjg:0000100:dc00ab442503,dc00ab442503952a4c6a753a8d56703cd8f581c7747a646d4ceedc1abc6a729f,0.9131413102,d4_component_default_guard
2fjg,2fjg:0000101:26863a6d18c1,26863a6d18c148d065065c54d48c1ddbf6e7a91a9b658c76211ad7f34d41e328,0.7808280587,d4_component_default_guard
2fjg,2fjg:0000102:e5c9a22c7b9e,e5c9a22c7b9e9a94d132cf78297ab501f752d7654d9d9561aa90ec9e56e4becd,0.8199819922,d4_component_default_guard
2fjg,2fjg:0000103:107628531f4e,107628531f4efc532d03be3b33c7a3f345ca99376f14454808505c456629940f,0.7133213282,d4_component_default_guard
2fjg,2fjg:0000104:6367d8ff2f7c,6367d8ff2f7ce64f99b63a1603b167317ce39e091408c291d2ae2305eae25010,0.7983798385,d4_component_default_guard
2fjg,2fjg:0000105:2918ca16bc07,2918ca16bc072cb45cd702deff0239252fcae51b4081d18616d42c3c5174190b,0.7466246486,d4_component_default_guard
2fjg,2fjg:0000106:c10b6705a1f5,c10b6705a1f5a7fdc9c047ba37b3676a9f94b3913674d7340110f3f84dcf325a,0.1822682321,d4_component_default_guard
2fjg,2fjg:0000107:80c222fdcb51,80c222fdcb516b853ce75392f9679d7c46e6b9e1dd75aeb1203fd1a00eaeef96,0.8105310798,d4_component_default_guard
2fjg,2fjg:0000108:7748fc868b3c,7748fc868b3c94c5acf030003077ee4a37e7f820923ae0c71d1c19bf5f515cd5,0.3955895603,d4_component_default_guard
2fjg,2fjg:0000109:26d56a7ad08d,26d56a7ad08dd0e571b0975e0dcc0d2aa428a8b4045b1691f6275cb95ffeb1fe,0.6962196231,d4_component_default_guard
2fjg,2fjg:0000110:7d24b2b01074,7d24b2b01074ceaeebdfc4e99de8b7134b42f520f24ee9be0edf56fd18250be0,0.6215121746,d4_component_default_guard
2fjg,2fjg:0000111:0e129a515c3e,0e129a515c3e4530e55bfd957d3a48e8b2e4fcab10194afeed1a400075c8f104,0.6512151361,d4_component_default_guard
2fjg,2fjg:0000112:6691dc6624c0,6691dc6624c02ee6fba83ae0baed7066f18e008fc146ccab944e4e62b03f7cef,0.9450945258,d4_component_default_guard
2fjg,2fjg:0000113:208145e902d2,208145e902d2d0dfe4729544432753df0c5626988cba713db965a487a4485a63,0.6948694587,d4_component_default_guard
2fjg,2fjg:0000114:fefe2fc83815,fefe2fc83815c2d7230ab135ab488c4b181b5f68cb4554a1721260620322c9c5,0.7592259049,d4_component_default_guard
2fjg,2fjg:0000115:1b53cd1240ff,1b53cd1240ff7369111c87838071e7aed4b86990f2d590d6a8597831db73a5f2,0.3078307807,d4_component_default_guard
2fjg,2fjg:0000116:7bdb21b5ddd4,7bdb21b5ddd44f16d1ca34079d511c92d96258e6d90fba564bcf6d06a00a4b39,0.3379837871,d4_component_default_guard
2fjg,2fjg:0000117:f51b7cc59b68,f51b7cc59b68ed2ec3d9a35589dca4d6588ab22ddc0a65f4bb7c83ea0487bad8,0.1728172749,d4_component_default_guard
2fjg,2fjg:0000118:e668a500668c,e668a500668c640152593b84f296700c1156e5721b8c60968f2379f22a00ba48,0.2403240353,d4_component_default_guard
2fjg,2fjg:0000119:9b4d12080073,9b4d1208007379830bbbf189436202049a6fd1d158b50e32d0c54571023242a2,0.3460845947,d4_component_default_guard
2fjg,2fjg:0000120:957c29461a27,957c29461a27cb348078800819f155a5a665d1d5f1ab4b96f555fbf72ac1b6f1,0.5675067306,d4_component_default_guard
2fjg,2fjg:0000121:22871c41a647,22871c41a647d40473e1d391e8abd4a0514c79df122a9d8f86c387dfb230e084,0.4086408615,d4_component_default_guard
2fjg,2fjg:0000122:152805b28435,152805b284350cdf2f8dd6c3b26f58238fcdec1b25694ad76c23f4ba246c57be,0.2380738109,d4_component_default_guard
2fjg,2fjg:0000123:de9e5ac7bf03,de9e5ac7bf03f6fc99f6879a1f6bc7ad7ccb5a2b522995481d82f4c28591f8ee,0.2061206102,d4_component_default_guard
2fjg,2fjg:0000124:7fc933e34510,7fc933e345108348762a8ff2ecfc708a02753afaa9d163ab5fcafa4cea0dc60d,0.02250225097,d4_component_default_guard
2fjg,2fjg:0000125:c83ecc5d1625,c83ecc5d16253dd766001d4bc1bcc5944207eae7216ce6ac47231fc1b08ee263,0.3811881244,d4_component_default_guard
2fjg,2fjg:0000126:fadc80c65a47,fadc80c65a4778211c38b29c867256fb003b8576c40ad9da914188b8a8e21c51,0.1669666916,d4_component_default_guard
2fjg,2fjg:0000127:0cb464f47429,0cb464f47429dd48352ff3a7de78de3c6858f56925e0c6473517085712629fa6,0.2587758899,d4_component_default_guard
2fjg,2fjg:0000128:090b0319412e,090b0319412e7b217dd0357f03743cff16ab7e450c01003cecd651c1dbca68e6,0.1912691295,d4_component_default_guard
2fjg,2fjg:0000129:f755f0acd808,f755f0acd808c1418b6c6b4551b215daea19dce1c3bd3cede3270bc94985016d,0.3568857014,d4_component_default_guard
2fjg,2fjg:0000130:a732b67f9cd4,a732b67f9cd4a966b7a31a70a096a404a439626d2fc80c034118bbbbeab698f4,0.070657067,d4_component_default_guard
2fjg,2fjg:0000131:e2abc4f38b80,e2abc4f38b80eb4a823e79dd3cf00df596f71dc053ebfc8be2ec38adf5145765,0.6525652409,d4_component_default_guard
2fjg,2fjg:0000132:74874be4b3f9,74874be4b3f90da60406d9afb97674fd3c971faebd30174601313fa7026c19ac,0.1876687706,d4_component_default_guard
2fjg,2fjg:0000133:df76125c47d1,df76125c47d14171fae960e5ecba126622839e5229e667e657b511d4ec7748be,0.7533753514,d4_component_default_guard
2fjg,2fjg:0000134:fb4b89c4a77c,fb4b89c4a77ccd16bea26bb09c939b8131b5128c6d93ce83c19f5dbb5fca22a7,0.2929793,d4_component_default_guard
2fjg,2fjg:0000135:487658496a15,487658496a15438612bc7d6923191030df57f4ccb15335b681940bfe5fde2f2d,0.3370836973,d4_component_default_guard
2fjg,2fjg:0000136:3a09f6981fc3,3a09f6981fc399840e5fe7d00aa8c57125bdc2ad49d50494425bce2bcfcae3a6,0.1521152109,d4_component_default_guard
2fjg,2fjg:0000137:cedc6babd0f2,cedc6babd0f211534a31f09c7688d7c9d53ffcf0a520aa73bd4c439f11e20441,0.241224125,d4_component_default_guard
2fjg,2fjg:0000138:b2facb29818d,b2facb29818d8881f13b4b1c63ed515d3c81cb9720dee1e540b9927713666e8f,0.3636363745,d4_component_default_guard
2fjg,2fjg:0000139:db2cd4e81209,db2cd4e81209970ad1d96b10a07ef7c08f1e4630dcf23bf2f3e186612169df2b,0.5436543822,d4_component_default_guard
2fjg,2fjg:0000140:260f1bc24146,260f1bc2414644061ad155e1c70d1b16c5c5c008403ffbee52d1535daa4d033e,0.4275427461,d4_component_default_guard
2fjg,2fjg:0000141:aa9d6bf927f2,aa9d6bf927f2667f210a0cc8f14d63d747ab78849ed98e8479ebbddadf7ca3fa,0.2313231379,d4_component_default_guard
2fjg,2fjg:0000142:6199e2954129,6199e2954129be984185e756c11821fb76fb8227bc0244a2a6a95965e5d08803,0.2187218666,d4_component_default_guard
2fjg,2fjg:0000143:8ec1682959ac,8ec1682959ac52c7227bac6d43f974d9675072c8c6c1dc651d57259421a56ae2,0.0265526548,d4_component_default_guard
2fjg,2fjg:0000144:3b4b95cfadf6,3b4b95cfadf6de256d760e982c648ec026da23161df823c6a5bebd4adde13262,0.3735373616,d4_component_default_guard
2fjg,2fjg:0000145:4ce52016c1fa,4ce52016c1fad5ca89e7a188186ca5aab4bafbd2ce1d81b2676682a3a01a154e,0.1800180078,d4_component_default_guard
2fjg,2fjg:0000146:8cde974868a4,8cde974868a45707eaea0fde5f5d43fdc73597ea9c257b92e716d4d3aba9ceb1,0.2902790308,d4_component_default_guard
2fjg,2fjg:0000147:93baf1ce47af,93baf1ce47afc811659e53ce814493e00b2a72d80068bf81f46d60019a0d1119,0.2097209692,d4_component_default_guard
2fjg,2fjg:0000148:09baef7f42e9,09baef7f42e9d532fbc526664914c2a7b82c72d543397432613d113d1ad28497,0.3546354771,d4_component_default_guard
2fjg,2fjg:0000149:0a2b6e1982fe,0a2b6e1982fe7c724d59f29f882011fbd3ace81cd48bc66106c5113987b4167d,0.06975697726,d4_component_default_guard
2fjg,2fjg:0000150:1b7c9fe6c09a,1b7c9fe6c09a7a47e69b9b1c56c5f3ef05942f467323de919882f558474b458c,0.6863186359,d4_component_default_guard
2fjg,2fjg:0000151:90a0a366f111,90a0a366f1115edb744077102e60372ee2a815ac00225f909cbd318cb889fc93,0.1872187257,d4_component_default_guard
2fjg,2fjg:0000152:3cc1bdbdae5d,3cc1bdbdae5d91575a5905517c2142d5b30b6535d5f953fd030d0094e024e33c,0.7367236614,d4_component_default_guard
2fjg,2fjg:0000153:9a80ec4a72f0,9a80ec4a72f03985488511f2d2bc2530ca8eabfd84834a452ff02895625c93bc,0.272277236,d4_component_default_guard
2fjg,2fjg:0000154:0d4b2a25499e,0d4b2a25499eaf51c840dc7e7af6d0b38a2e3796f1c0a54146053d8d008ba7db,0.3343834281,d4_component_default_guard
2fjg,2fjg:0000155:4546fb9c904e,4546fb9c904e4483e0bd62dcc8b91c4597a8629d82720f38f303fedb31fd31d7,0.1539153904,d4_component_default_guard
2fjg,2fjg:0000156:95f52d8e9365,95f52d8e9365a09032bd6a5495a0e467f38f0842619e0ddfee5f5f21f2301916,0.2385238558,d4_component_default_guard
2fjg,2fjg:0000157:1e7584a969fd,1e7584a969fdb32fc9f4dcb589471d086df261fd7c22408ca45431fba2472266,0.358235836,d4_component_default_guard
2fjg,2fjg:0000158:4cdcbe3d09cc,4cdcbe3d09ccc6bab94f09ac09244a2bec369ddf58c4289d0d6bd53c0e260e2e,0.5216021538,d4_component_default_guard
2fjg,2fjg:0000159:4de0ca96bf73,4de0ca96bf730b98ad29f8c2afc88c658c81262864975c6d3da1429d99f2ea8c,0.4162916243,d4_component_default_guard
2fjg,2fjg:0000160:f7eb8e2c6908,f7eb8e2c6908342ab8af4ca9287b2eab4fdfec4c45f45dcfc09585d09d9e58ef,0.2250225097,d4_component_default_guard
2fjg,2fjg:0000161:11bd0a785c24,11bd0a785c24688aa975d3897750219b70300b74bbdf271a6da89cfa1ecc7211,0.1989198923,d4_component_default_guard
2fjg,2fjg:0000162:2cade78812b2,2cade78812b21c20f32e7a51c1006c1a5a75a6ddb45187481f6dd7aeb818b8f1,0.02520252019,d4_component_default_guard
2fjg,2fjg:0000163:8ce9fce10772,8ce9fce10772d7e7096811a3ff541f00545c05c367b2f1f6c7537b049ba6dd8f,0.3748874962,d4_component_default_guard
2fjg,2fjg:0000164:e18e4c689087,e18e4c689087844259ea7499f615b4315e20edd5802b34b45b03cb0afd48702c,0.1737173647,d4_component_default_guard
2fjg,2fjg:0000165:17b5372fc6e9,17b5372fc6e9c4776cbdc66cb7a909e3e1a1fc0cd1d95326fe8c711722d2c91d,0.2443744391,d4_component_default_guard
2fjg,2fjg:0000166:41efe0bc34da,41efe0bc34da86953497c2d5acf59baed9e917cbd554a543f7afdc2f70b314c2,0.1606660634,d4_component_default_guard
